d - ijk
size: 100
1827 10104 11931 117
d - ikj
size: 100
2518 10087 12605 443
d - kij
size: 100
20647 10303 30950 717
d - jik
size: 100
5482 10079 15561 176
d - jki
size: 100
151805 12121 163926 1467
d - kji
size: 100
29235 583961 613196 722
d - ijk
size: 300
492316 90127 582443 790
d - ikj
size: 300
1891532 90236 1981768 19979
d - kij
size: 300
928566 90128 1018694 41474
d - jik
size: 300
660745 90099 750844 6497
d - jki
size: 300
77307338 20866895 98174233 397403
d - kji
size: 300
75706470 176184 75882654 203399
d - ijk
size: 600
5192545 560665 5753210 32628
d - ikj
size: 600
366239445 363750 366603195 6774526
d - kij
size: 600
357433791 360220 357794011 6680545
d - jik
size: 600
5438068 632989 6071057 393731
d - jki
size: 600
750394199 378442 750772641 6711285
d - kji
size: 600
762230573 15101324 777331897 7127619
d - ijk
size: 1000
19331119 1783439909 1802771028 184345
d - ikj
size: 1000
1783571500 1373041 1784944541 31674205
d - kij
size: 1000
1774639294 1000195 1775639489 32145675
d - jik
size: 1000
29661539 1135766 30797305 1333193
d - jki
size: 1000
3464235227 1034572 3465269799 44546713
d - kji
size: 1000
3533090598 1528120 3534618718 52386086
